FSC-H,SSC-H,FITC-H,PI-H,PerCP-H,APC-H,FSC-A,SSC-A,FITC-A,PI-A,PerCP-A,APC-A,Width,Time
246831,890266,232,627,2176,1091,87966,319421,40,980,4885,1597,51,2336.800
650620,1612339,13096,684272,2644033,1873,364485,777369,20423,1031539,3992166,-8749,74,2336.800
568036,1352291,12002,737217,2827780,499,367689,814632,19272,1079872,4182802,-383,79,2336.800
1089380,1834593,16847,1142390,4396867,6452,595761,930370,29407,1780209,6901427,438,82,2336.800
1003209,2186112,17400,1110663,4223342,5072,551878,1140653,33687,1937600,7447742,5739,85,2336.800
608860,1621634,10489,578804,2218640,2883,396227,799658,17659,985714,3806326,1441,81,2336.800
1302708,3256327,23700,1504210,5663200,11238,1027259,2305644,66021,3901985,1.486015E+07,34162,101,2336.800
895584,2367020,20738,876235,3376681,4288,548802,1335013,44846,1926081,7423879,1451,80,2336.800
616459,2375249,14438,603735,2336224,4004,480034,1369069,26117,994591,3860341,4897,82,2336.800
955127,1728266,15616,765468,2955490,5541,515187,855543,23869,1096957,4265960,15714,82,2341.800
1010903,2207988,21296,1127978,4343281,7781,736577,1342545,42825,2060214,7993869,10206,85,2341.800
595716,1961664,6864,44048,215217,3114,313240,865748,9904,71904,355311,6691,72,2341.800
868085,2458391,15848,1012066,3810779,7708,615013,1535725,33191,1973872,7536648,19925,90,2341.800
1189702,3365683,21126,1067903,4110961,6404,850322,2245810,42486,1896985,7385945,3178,93,2341.800
744442,1945369,13661,872100,3342733,2277,474072,933474,22288,1186609,4598662,-13265,79,2341.800
914615,1749197,12535,736761,2844234,5086,558098,823599,21948,1017238,3952369,3446,80,2346.800
939816,2055360,12247,710163,2736455,1239,564849,1079496,21289,1165816,4539065,-11701,82,2346.800
850257,2543068,13273,605819,2356038,3695,546077,1475932,25582,1001980,3914923,-472,87,2346.800
971083,2334814,18694,1169399,4450201,8854,668744,1328636,34839,2038266,7824950,18268,84,2346.800
947719,2872978,16911,852602,3279866,7208,848395,2008899,39514,1641934,6350198,20325,87,2346.800
1113688,1980048,13816,695306,2668886,6497,614962,1041027,24728,1169893,4522212,26179,84,2346.800
878724,1850044,15839,927877,3596978,5717,857742,1840661,48250,2742420,1.069212E+07,15153,113,2346.800
781703,1883571,11461,567727,2230603,5119,407211,913710,21902,1042996,4071290,10789,73,2346.800
417675,533103,6967,499576,1922311,2785,230303,305539,15242,1018084,3958081,8013,76,2346.800
402553,1039336,8519,542565,2107626,42266,238490,488808,17086,983828,3821350,81148,62,2346.800
404646,1355943,12060,727984,2824554,7932,266383,705999,19212,1021546,3995447,23608,67,2346.800
964838,1690612,13878,694646,2660414,3168,642346,856772,23293,1028099,3931582,3955,73,2346.800
1178201,2808256,20877,1072806,4143197,8552,832293,1874584,44644,2092971,8174950,23451,92,2346.800
1319628,5731353,24667,848347,3340194,9423,1433412,4614982,72909,2229710,8887249,27810,112,2346.800
1913286,4926865,33542,1899316,7190685,16640,1655073,3737008,83483,3973778,1.525993E+07,46515,110,2351.800
446731,1511902,11368,651679,2510366,5199,278325,710601,19545,1067243,4130773,7217,75,2351.800
256341,468662,7382,445118,1696914,3655,160165,263550,15810,1003603,3788547,13816,74,2351.800
459540,2217668,4534,36457,183326,3894,241021,1107552,8055,71422,363514,12337,82,2351.800
1284884,1888556,14201,861631,3315138,5476,556552,871611,21833,1245732,4813844,6508,85,2356.800
1093790,2474091,18229,1115493,4250895,6122,732528,1468906,36931,1958849,7542237,4823,91,2356.800
553247,1570060,10571,630450,2410728,6052,346289,885033,19440,1036136,4013942,14978,81,2356.800
865131,1729806,5568,34937,155852,3168,441079,679149,8078,53026,246009,-196,69,2356.800
704436,1446330,12122,654256,2524622,4904,405423,651018,20036,1008818,3890903,15754,74,2356.800
1080680,2438341,14305,739220,2872160,4216,576416,1182875,25805,1133734,4419471,4494,81,2356.800
775817,2475059,19137,1082696,4106796,4727,613661,1583846,38095,2005030,7665442,-6922,93,2356.800
1344898,3283089,22435,1191643,4533898,7017,1039288,1843879,39671,1884195,7218267,18049,94,2361.800
810582,2316314,14880,927954,3563917,6463,516947,1467680,34529,1913409,7423171,13037,85,2361.800
592353,1480123,10536,601790,2351614,2798,398068,770172,18478,1002937,3940593,-477,77,2361.800
822617,2365778,18240,1067672,4085455,8688,484376,1431185,35626,1960348,7568239,19624,85,2361.800
1078277,3054303,18420,838042,3182705,1901,699537,1854062,41741,1796081,6877631,-16875,96,2361.800
538987,1547408,12380,660884,2536872,3405,314623,795402,20548,1026875,3970083,3454,77,2361.800
566849,1520604,10398,673984,2608178,3273,337147,753100,17849,1080140,4186434,2395,80,2361.800
806112,1882399,13068,616711,2379023,7406,399061,899414,22107,985627,3816904,18777,79,2366.800
601860,1563511,11127,633374,2459578,5083,342641,783085,18482,968541,3796814,15457,84,2366.800
829060,2149244,14476,669341,2610072,8383,617261,1191946,29058,1099675,4347784,21497,83,2366.800
631364,1439101,10268,545835,2084077,5950,333721,774528,21380,1093385,4224274,19170,105,2366.800
751587,1693666,12160,705886,2686231,3491,523916,908788,20577,1028246,3955656,6931,78,2366.800
2053876,4308820,25051,1373883,5318157,10387,1478811,2748900,54664,2489043,9731894,22053,95,2366.800
797593,1522255,12184,627445,2432077,6648,435863,696489,19526,991169,3876536,16778,68,2366.800
651021,2191973,14118,520773,2029614,8087,464192,1208458,27369,981237,3847303,23675,86,2366.800
390880,1070957,10413,553545,2108203,7955,256860,508195,18441,1014895,3886419,15603,71,2366.800
632465,1601466,10965,596895,2292771,4235,432722,812674,19031,986591,3825874,7330,84,2371.800
1515083,3883370,17231,803053,3083300,7105,1075055,2990421,46237,2012829,7816632,415,105,2371.800
896241,2226208,18709,1062839,4042604,7488,629107,1348688,36955,1910536,7334957,20628,82,2371.800
527358,1186458,10290,657646,2507782,1652,311157,575240,17644,1042520,3997673,-4999,66,2371.800
812385,2626144,13450,653857,2502024,907,643959,1696301,28347,1046925,4078386,561,86,2371.800
248982,0,468,1858,10202,1657,60666,-18260,396,1996,11318,-975,30,2371.800
1116881,1689030,10789,637916,2443552,2733,567805,846425,19835,1076274,4133303,22,82,2371.800
1004207,2251451,18032,1194643,4560412,7381,639274,1280495,34614,2125800,8146172,11765,85,2371.800
1503039,2764989,19803,1165294,4458246,6291,961676,1440268,32212,1912934,7409225,1606,88,2371.800
1593857,3927405,25042,1243519,4741703,10285,1020331,2549663,46085,2121858,8229720,29092,90,2371.800
929249,2438746,19971,1180593,4496323,7325,699938,1510943,38926,1990349,7662082,17357,86,2371.800
903122,1830580,19273,1210384,4605252,11094,621059,1099693,32564,1878525,7214048,21005,83,2371.800
940418,2147067,13567,640002,2483851,6321,553663,1198510,26069,1082650,4244261,23022,83,2371.800
526979,1438700,2770,20021,98090,873,283962,667302,4471,39169,201907,787,72,2376.800
681043,1958924,11595,528765,2056447,7234,415137,995944,22654,1067432,4171203,25100,84,2376.800
846249,2002457,14359,665333,2574456,9099,574603,956273,24110,1042795,4072868,26041,81,2376.800
336182,1341085,11121,693567,2681666,1115,210268,667865,17289,992494,3848405,-8403,74,2376.800
859030,1829586,15070,1001924,3856663,6640,502685,1097270,32564,1900582,7368341,2384,95,2376.800
722120,2877952,15687,876665,3335914,2543,648671,2042490,41734,1946978,7470727,-18148,101,2381.800
1315414,3137239,20302,1154216,4405618,7609,787366,1961276,38492,2073105,8013661,21418,95,2381.800
755614,1662088,14838,895684,3412476,4018,470757,879454,24853,1382209,5293783,-2554,82,2381.800
886106,2993955,21255,1123548,4265933,6742,621443,1935539,43214,1999884,7666166,9688,91,2381.800
573880,2104154,9927,616221,2371356,4201,378776,1233195,21674,993085,3895711,-11,93,2381.800
755620,2395583,19008,1039552,4008980,6595,535484,1584494,37756,1936434,7526693,8621,92,2386.800
966411,2166492,20377,1083651,4184240,8697,743233,1357421,42837,1978691,7701956,12965,88,2386.800
1817479,1834484,14554,723300,2786217,3385,838812,855779,24777,1045544,4068796,-1435,75,2386.800
806021,1726856,13507,668185,2571088,18726,507312,828762,22566,1069110,4150372,26248,67,2386.800
1790629,2231344,19971,1188446,4540751,4957,1011907,1317968,37469,1940101,7466631,-1799,88,2386.800
851074,2078555,11194,563077,2129193,4384,531175,1062103,22871,1090492,4150093,9873,84,2386.800
526735,1728095,11828,637671,2481372,2512,337632,845380,21382,1064148,4146586,-7285,76,2386.800
1068194,1728316,18100,1154543,4406589,4754,608633,986330,34030,1926669,7427950,-889,84,2386.800
780815,1884523,15493,793156,3048111,6928,477712,994929,32995,1790898,6888585,3814,84,2386.800
991024,2771561,21027,1074405,4211104,6638,718792,1656863,41311,2055084,8068550,3713,91,2386.800
672696,1305539,11063,693782,2643072,3802,358073,638555,17300,1051295,4037079,455,79,2391.800
1710804,2933308,17662,850892,3288285,4360,1098184,1912454,38044,1387931,5444022,2324,89,2391.800
314345,1175542,8236,579848,2253775,2500,220508,581508,14890,965984,3760319,-4750,78,2391.800
1039566,1866727,17184,880894,3375702,12724,562813,886485,26266,1418579,5440337,46670,78,2391.800
711540,1457307,11644,711054,2732384,2375,443382,762552,19006,1074115,4170146,-2720,81,2391.800
627815,1446601,11194,663110,2536707,6493,308310,702739,17450,982111,3763384,18647,76,2391.800
814695,2427756,15855,897250,3442259,6994,529551,1470540,34881,1919578,7386809,21694,90,2391.800
639731,2125533,17083,1061589,4055811,4420,502922,1310130,33316,1886193,7243274,-725,83,2391.800
1073550,2045661,14702,712156,2732603,6437,643431,1041760,26668,1329809,5136482,17979,80,2391.800
1316556,2525853,23064,1232025,4716809,6155,886912,1486151,45615,2084254,8096666,6557,89,2396.800
946971,2812750,19859,618163,2367401,6187,637601,1593558,42276,1107050,4267702,20853,84,2396.800
1372220,2311858,14845,739527,2871332,987,904547,1285342,25021,1005888,3963367,-539,80,2396.800
620060,1585676,11596,659790,2550312,4997,350246,793132,18778,1023296,3986604,15918,77,2396.800
781430,2043708,12737,675278,2593329,7524,464519,1011760,22925,1037723,4038127,22760,79,2396.800
928977,1909195,15692,1106835,4251854,4965,571889,1234003,29751,1972366,7575669,2367,80,2396.800
695655,1655034,11733,616432,2357922,3959,430933,836158,20339,958222,3704394,1312,79,2396.800
183894,492120,2803,12893,59925,558,103375,264594,4252,25275,123303,520,78,2396.800
1022080,2192822,13126,713379,2722535,7219,623669,1210088,23809,1091288,4200306,24433,85,2396.800
909989,2246272,14479,876722,3361410,5682,578443,1099473,24209,1206854,4654889,2932,84,2396.800
584167,1532570,12418,636519,2462633,6099,369575,819410,26149,1454404,5650935,16837,80,2396.800
1379434,2368342,27908,1766768,6674363,10668,764204,1472263,59381,3473594,1.326769E+07,10694,86,2396.800
1290067,2065961,11196,534474,2102464,4433,773872,1168429,21070,992135,3904579,8724,76,2396.800
1069426,2417349,17959,1243870,4777568,6268,981478,2116212,51878,3009902,1.161595E+07,3755,130,2401.800
1171989,2283816,21186,1267201,4902043,9722,667486,1237752,37225,2019089,7877972,22975,84,2401.800
1151743,1847255,17890,1143910,4452771,10638,710486,1029264,31670,1879240,7339488,31792,83,2401.800
1273411,3137866,10321,654420,2529115,7213,1175874,2737979,36310,1961667,7657112,28399,119,2401.800
895961,1901382,14446,1055662,4006463,11715,683813,1283854,28607,1903370,7325968,44398,86,2401.800
628042,1819017,12587,667792,2589557,476,364154,915038,20353,1052838,4076540,-230,80,2401.800
563557,1330659,10762,603935,2344572,3766,324423,656522,17676,976441,3791819,-3295,73,2401.800
670399,1736459,13162,765405,2910602,993,462511,922649,21474,1060087,4099795,355,83,2401.800
211544,156149,7944,589454,2275782,476,77615,58573,11768,922893,3582962,-221,52,2401.800
849554,1403669,13651,737727,2881333,7428,486270,724040,20804,1016181,4003712,24614,77,2401.800
2058619,7009530,24357,734591,2864579,11791,2291904,6125593,89098,2384267,9409062,45400,118,2401.800
1638493,2513277,21758,1122247,4276631,11774,820995,1364820,40912,1951098,7515496,45537,84,2406.800
1180522,2528687,13026,675457,2613159,6267,1114589,1904027,39771,2053618,7985889,16955,126,2406.800
801260,2080872,17276,1056917,4067004,7838,532311,1274146,33156,1893572,7341617,20290,86,2406.800
1378585,2468545,15080,705564,2723248,3965,718945,1184287,24260,1080667,4216748,-260,84,2406.800
693848,1941646,10063,603102,2317296,2895,409645,902701,17816,991159,3869896,4455,71,2406.800
831610,1921986,12803,755342,2917803,2225,413111,962009,22208,1067362,4151893,-5817,72,2406.800
733439,1584903,11577,658514,2560104,1190,400921,722218,17207,996169,3903981,-10297,74,2406.800
1777434,6144037,33459,2358963,8881961,15931,1660258,6539674,110676,7111944,2.715816E+07,50600,134,2406.800
425694,1556813,11431,688937,2643839,4312,290779,874231,19992,1038779,4014196,11877,72,2406.800
618895,1777317,11287,638899,2451192,2663,351136,884146,18767,1034190,4006783,-2556,77,2406.800
1184739,2843235,12872,695529,2721858,6448,793785,1644478,25394,1046426,4160464,9679,90,2411.800
1170807,2633308,19210,1042294,4017008,6650,727477,1441633,35571,1918449,7441369,12823,86,2411.800
818256,1164693,13828,729673,2749801,4027,429824,539782,19969,1069717,4067028,829,73,2411.800
1989194,4066823,25532,1388850,5412464,10046,1467534,2600805,63012,3308923,1.297361E+07,24270,94,2411.800
1156778,2440938,17538,1064222,4087526,8285,1035583,2140813,56672,3043390,1.175059E+07,28975,109,2411.800
939545,1644672,12366,763497,2938870,6159,528239,833080,20336,1155988,4532043,19452,77,2411.800
734706,1469506,3958,37385,171032,3105,291525,593976,6342,55660,270590,2212,67,2411.800
1299034,3665900,27966,1720811,6593700,12246,1050072,2236065,69188,3930790,1.512308E+07,26348,97,2411.800
422771,1494411,8885,647384,2494176,1573,266893,833929,16636,1083582,4196762,-7003,80,2411.800
1434014,2756909,18944,958965,3712770,7718,1377092,2894628,66637,3186129,1.249063E+07,17492,125,2411.800
412263,734032,2749,51401,210944,844,159865,243101,2798,60865,257986,296,60,2416.800
1152562,3394591,20240,1052485,4038397,8306,841628,1996000,45333,2054651,7949145,13434,94,2416.800
692064,1977764,10962,694961,2687658,2941,507710,1348500,21151,1062377,4154746,-12881,92,2416.800
933071,1682342,13110,615731,2382490,5268,470434,777924,20642,1019869,3957580,9462,74,2416.800
423894,1566583,10321,592099,2282515,4062,261674,775048,18603,1057258,4102431,5432,70,2416.800
824467,2072163,12159,559596,2173965,5974,530257,1143164,21749,995290,3892600,14878,87,2416.800
846746,2159321,18333,1114877,4268241,3664,473844,1044412,31613,1867163,7184022,-12371,80,2416.800
964570,2174140,12815,612299,2354525,3475,508810,1217027,21077,1057856,4126118,1841,87,2421.800
182307,1339080,1134,11481,60772,1249,89517,533151,1396,20714,114939,-6814,64,2421.800
886339,1623090,12064,665676,2568757,5593,527700,845353,21308,1054829,4102262,13817,87,2421.800
717683,1507091,12520,745310,2857924,4239,434895,764012,19813,999422,3862587,2076,75,2421.800
1360827,3219531,19108,833003,3242045,10075,854193,1768344,35711,1470258,5770597,32917,83,2421.800
605321,1333285,11238,652046,2520204,3221,369772,640603,18759,996950,3869284,-2190,68,2421.800
735825,1638243,11723,612824,2370916,2372999,382432,783007,22230,1024474,3959689,974049,66,2421.800
874831,2247199,18208,1172859,4463097,10417,902757,1872474,50724,2901965,1.117146E+07,32878,104,2421.800
824414,1763236,12564,731759,2843051,3324,473468,805750,20727,1062710,4153416,-1766,67,2421.800
812990,1556902,11102,579923,2254521,5867,395982,779124,19555,1007179,3930868,12244,72,2421.800
720469,1595647,10652,645480,2472231,3350,347888,764790,18933,1071236,4101793,958,82,2421.800
656413,1489679,11709,640913,2456227,6085,447500,800230,19699,954353,3675478,12886,80,2421.800
2033879,3488108,24473,1212680,4673620,4289,1348570,2445080,51413,2162185,8470679,-15063,95,2421.800
997260,1627633,10476,620920,2392407,6794,654304,802694,19056,1022142,3979078,11621,81,2426.800
1327772,3795786,21328,998875,3883959,8990,949944,2624087,49911,2024188,7958724,22403,95,2426.800
854888,2151786,19032,1004099,3870003,8516,607268,1198876,37953,2009044,7760045,26532,86,2426.800
633642,1593803,11449,623645,2402592,4219,371663,775653,19874,1089130,4215988,4439,77,2426.800
1272908,2695308,15368,724752,2794996,5308,865596,1367712,26684,1026097,4010332,8042,80,2426.800
242820,246476,422,2071,13258,2557,76172,70294,425,2363,17568,6615,45,2426.800
1002174,2585734,19315,989641,3803780,9320,725061,1547507,42410,2027345,7820167,23726,89,2426.800
794533,1652844,16060,1069671,4058126,74316,513244,919198,29646,1709040,6511551,37701,75,2426.800
971919,3118101,21765,1241994,4752694,8004,793315,1980953,40079,1990103,7722868,18253,91,2426.800
1112010,1870054,10699,716261,2745574,2815,543299,931115,16122,1048785,4051777,5749,73,2426.800
587446,1454345,10272,638287,2447851,6640,367761,677594,19556,1102923,4251417,18255,69,2426.800
488037,1352941,9241,665211,2538234,6249,335275,707374,15724,1028547,3962440,16246,71,2426.800
784482,1501747,9348,544009,2123930,6734,358342,659103,15039,952037,3716956,8354,74,2431.800
753286,1548682,12863,752303,2885164,5864,457563,765737,21329,1087310,4209899,17913,80,2431.800
674118,2028331,12456,660407,2518774,3955,457089,1028302,23378,1100486,4228262,2968,83,2431.800
1024634,1530574,14224,726402,2825633,4372,585429,722466,22081,1041610,4073411,-3330,80,2431.800
1535016,4235420,14632,684875,2622639,3736,1267646,2630837,36675,1053516,4158835,-3612,92,2431.800
729836,1552623,11021,696069,2702713,4007,387638,780307,17801,1007325,3922635,-1224,71,2431.800
1165945,2181414,13090,664058,2578346,7083,619975,1023826,23753,997894,3884436,19249,69,2431.800
199402,149335,414,3130,14445,1847,62247,43349,311,2800,13176,-3949,43,2431.800
746531,1521692,10589,615952,2365331,5557,401674,810035,18480,1011721,3896129,14810,81,2431.800
