FSC-H,SSC-H,FITC-H,PE-H,FSC-A,SSC-A,FITC-A,PE-A,Width,Time 
1412755,2361987,19626,1071060,713734,1218800,43086,2079997,82,70526.797
1380324,3669427,27473,1448754,785763,2360757,79486,3929621,105,70536.797
961942,2054518,14907,519603,506139,1063495,29384,1083712,90,70541.797
835545,1733693,11179,485387,418611,858317,23559,1063367,83,70546.797
693945,1643800,18981,994025,399108,915611,38249,2053096,77,70546.797
1565962,2385572,16068,920422,652492,945937,38300,1963876,82,70551.797
719768,1621968,12008,581137,429942,888076,24861,1030857,81,70551.797
1115380,2107519,17403,929738,561260,1114856,38509,2048138,91,70556.797
851195,1967144,12408,577288,476883,1012388,26190,1027591,80,70556.797
995687,2158656,17178,818731,527605,1200484,42688,2039311,88,70561.797
733764,1351436,10890,553801,393675,716049,21016,1047753,80,70571.797
884500,1900126,15797,853333,543171,1126256,39174,2048363,101,70571.797
705736,2116573,16760,844110,507729,1252407,41361,2019832,90,70576.797
1026676,2284220,17170,951108,632587,1258539,38134,2034144,87,70581.797
830137,1697789,13446,742257,552825,1248410,40168,2093999,102,70586.797
1208337,2497522,16656,766418,540603,1180198,39957,1854497,83,70586.797
434334,2777169,12103,49703,297291,1421561,22718,101118,80,70591.797
1130700,3103025,20491,882851,833637,2131641,53967,2027860,112,70601.797
358231,294260,1024,4531,114940,98778,865,5072,52,70601.797
962708,1684891,13825,705822,622107,1082841,38519,1971069,109,70606.797
553012,1249898,12202,726202,442734,908251,37598,2056017,98,70611.797
1060248,2656016,18025,797756,814646,1731425,48598,2054697,94,70611.797
123943,134868,723,30387,36312,39372,958,32525,41,70621.797
1091890,2775728,16009,542857,547506,1252405,29653,1041565,78,70626.797
590662,1674856,13053,530691,373461,868121,25880,1077881,76,70626.797
477779,1780931,13996,713773,305209,1011256,32294,1648378,78,70626.797
994188,2204529,15381,617707,546890,1246382,42497,2030850,99,70631.797
195282,336796,1214,11132,123235,224670,2937,34263,78,70631.797
552239,1436298,14378,757017,459228,956754,39973,2018622,93,70631.797
509067,1586225,12868,480306,290400,779758,25683,1040848,76,70631.797
104076,40808,663,1203,29021,11302,752,510,38,70636.797
652761,1650304,13620,661216,430150,937186,31483,1667826,89,70641.797
718275,1439554,14636,797270,411989,808461,35431,1978035,84,70646.797
674792,1026689,9383,563949,533751,877811,35150,2014054,120,70651.797
660140,1433826,12181,559323,423653,839237,24666,1059422,83,70651.797
755939,2326493,13567,541643,463476,1089283,25347,1023171,76,70661.797
845644,2162030,20416,1000244,518997,1211116,43181,2052883,109,70666.797
921721,2072175,19304,1066599,640091,1171775,41741,2163123,84,70671.797
480773,1209710,7738,359181,367394,717063,22503,1075759,118,70671.797
879378,2265771,18919,988002,461119,1271645,42350,2081172,88,70681.797
1099395,2299022,6525,30584,831415,1672173,15973,87875,95,70681.797
566873,1727169,11340,461826,266991,804594,23529,1045906,70,70681.797
1720281,3435577,20120,910509,785473,1575169,44119,2033857,106,70681.797
141877,299768,4005,61822,47067,96279,5402,89093,38,70681.797
1029271,1470187,11788,562218,550710,850956,26787,1039813,88,70681.797
725881,2441899,19944,866737,427902,1305524,42452,2011693,87,70686.797
818646,1701966,17138,863300,428706,972815,38885,2049041,89,70686.797
2004227,2977702,22237,1073075,1096600,1721393,49871,2037084,88,70691.797
102966,108632,558,22191,30460,32191,689,23909,40,70696.797
1416328,3435438,19892,538025,732597,1775335,42607,1125902,83,70696.797
141248,64236,498,1167,40328,18085,405,1465,41,70701.797
855090,1826451,16968,877348,577289,1119869,40653,2017406,92,70701.797
294084,702174,3244,10278,129962,250551,3417,15240,62,70706.797
1199490,2556722,16511,893618,691363,1400968,45048,2066317,92,70706.797
1189621,1867105,15154,554092,673626,984773,29137,1049004,76,70706.797
638534,1885282,15059,802993,383292,1001788,37779,2121857,88,70706.797
901957,2258345,18845,845505,524849,1150467,44715,2076995,80,70706.797
499179,1697459,11786,407099,287591,884647,25699,1072605,81,70711.797
758944,1629735,13632,740293,485966,876309,34596,1993825,93,70711.797
860314,2014379,17195,914102,588402,1383968,44763,2125578,92,70711.797
732042,2798613,20349,1029658,508862,1540456,44613,2038849,88,70711.797
660136,1715857,16452,691010,470423,995578,40778,2037548,90,70716.797
874600,1976721,18264,1002257,474638,1005127,37779,2012748,86,70726.797
916695,1649815,13775,802410,658385,1291899,41018,2100825,102,70726.797
983012,2671564,18728,858976,683380,1640888,46409,2072304,91,70731.797
858735,1861311,18559,927987,595355,1241438,44316,2064778,90,70736.797
1541738,2696869,26361,1508723,1289874,2052937,74416,3802719,98,70741.797
1596344,2205867,17452,934003,877826,1359077,44876,2090676,96,70746.797
1285994,1986737,19699,1059188,738249,1027665,43419,2138179,76,70746.797
289500,1855074,11617,413891,324812,1253673,41895,2084514,118,70746.797
689247,1886386,16266,847645,425422,959876,37895,2026224,74,70746.797
865666,1378557,11350,550063,550604,1044426,40451,2039138,132,70756.797
738944,2007006,11512,608005,441820,1121631,39298,2059358,127,70766.797
1162072,3522570,25236,1200379,963128,2461058,77394,3648700,99,70766.797
1152896,1805388,20917,1107787,541923,902668,38550,1961133,74,70766.797
566172,1520071,14260,726313,419825,1038621,40332,2080824,92,70766.797
671703,1525240,11941,514268,363494,777679,22823,1043941,83,70771.797
782625,2316552,17458,887689,590943,1376112,44108,2076085,90,70781.797
1620517,2493724,17976,723095,643735,1164752,41624,1971886,89,70791.797
194025,162082,638,15321,58354,47599,589,16191,45,70791.797
1183634,1059221,9882,494993,499724,491853,15671,675547,78,70791.797
610564,1690208,12222,443735,459460,961337,26335,1066210,83,70791.797
1011004,2172491,15337,849945,426861,1002194,38408,2040769,88,70801.797
750488,1655228,17531,960371,405642,923267,38906,2048148,83,70811.797
770169,2006561,14223,677407,439084,1014895,40086,2033037,114,70821.797
592759,1751815,11071,498528,353357,874192,23644,1015143,72,70821.797
800605,2174473,17976,818295,462113,1141470,40567,2094411,87,70821.797
686786,1701864,17008,910467,472961,1130888,37935,1994100,115,70821.797
592412,2214710,17040,828801,378698,1285640,44299,2112006,89,70826.797
505931,1879107,12354,661162,423596,1136533,37071,2001684,108,70831.797
777733,2437742,20830,1068762,510749,1251934,40997,2004554,81,70831.797
1169362,2874985,19102,659028,791170,1622246,39216,1106289,85,70836.797
880613,2932920,21241,951298,632135,1710730,47257,2017372,88,70846.797
268573,756603,3480,12937,116136,286688,4773,18082,62,70846.797
649433,2665505,19329,909228,510843,1530326,43315,2074359,88,70846.797
461460,747552,10410,7238,280929,442229,20167,18475,78,70851.797
1485556,2836716,17998,862206,799508,1587872,46776,2062914,88,70851.797
739740,1863850,13143,499676,664786,1032685,28070,1003477,120,70856.797
618664,1320164,14045,877434,428404,747261,30716,1759654,82,70856.797
755058,2171689,18591,912958,398403,1181786,38413,2021342,84,70856.797
1845798,2473842,19467,947917,739539,1190202,43430,2115431,93,70866.797
719088,2178866,15399,781946,456581,1200589,41905,2034799,99,70866.797
1557389,2171378,14336,604877,684740,1025048,26898,1085541,84,70871.797
726672,1306430,12235,593598,378603,686034,27026,1392390,80,70876.797
153048,163485,723,2751,46008,47390,583,3142,43,70876.797
435146,1355440,12198,809039,361352,1009128,38553,2024296,99,70876.797
817930,2354057,15954,788292,523395,1571488,43461,2022746,98,70881.797
1732959,3146580,18761,593990,748555,1242217,32706,1091152,74,70881.797
820014,1894890,12499,570967,394655,948022,24365,1000539,78,70886.797
1369209,2358138,16577,824132,698301,1416096,40340,1957271,107,70886.797
1117795,1780362,16469,824023,704109,1479075,49123,2143115,100,70891.797
333796,1916008,16206,698962,297209,1166691,42503,2104879,99,70891.797
857078,2245508,15877,736130,639023,1429209,44478,2009593,103,70891.797
1097684,2723034,21041,1205582,835076,1852922,68621,4062696,107,70896.797
113072,425899,2082,7373,50923,155551,2906,11033,54,70901.797
1020600,2265362,18226,823364,528511,1252392,42182,1961553,100,70911.797
728395,2060932,14302,517950,334089,947821,25437,1006607,79,70911.797
564069,1046073,10113,610666,456913,897168,34802,1936632,115,70916.797
492346,971583,9231,372249,237487,459960,19728,967078,94,70921.797
112122,60155,495,1153,31883,16942,466,1660,39,70926.797
1180601,2414368,15312,649851,573435,1129746,29053,1059937,84,70931.797
110041,95175,723,21360,33015,28614,761,22835,41,70936.797
1044998,1441450,11615,523963,506219,728284,23862,1089141,82,70941.797
530372,1193538,5685,17882,305353,683070,11597,43103,85,70946.797
143587,134557,419,23737,43229,39649,413,25506,43,70946.797
705377,1538761,14274,802429,559341,1099875,40910,1941651,98,70951.797
1468964,2661353,17482,923385,610859,1275723,39185,1910283,86,70951.797
914827,1789745,16196,879173,550209,1079684,38855,2025602,85,70951.797
628272,2383482,18422,778559,514797,1520398,47197,2046369,87,70951.797
810063,1032746,10067,514811,424683,573686,22628,1045177,82,70961.797
532755,1230202,9885,485792,378168,955217,25430,1011842,92,70961.797
1000711,2132536,20960,772912,744877,1795022,64123,2066404,113,70966.797
883110,2262789,21469,1099974,547872,1417706,42448,2019942,88,70966.797
785726,1460137,8611,303781,373986,699003,22487,977864,112,70971.797
791114,894782,10173,476991,507438,604820,33405,1853201,127,70971.797
100542,94214,267,14338,27414,25498,68,13841,37,70976.797
1771878,2179515,17375,927513,846253,1434037,43477,2014610,93,70981.797
749777,1520667,9359,462656,448713,969616,25124,1100330,90,70991.797
441912,1275266,12433,618812,386047,957044,40887,2108735,107,70996.797
522093,1454825,11740,590110,436843,875125,36923,2065539,105,71001.797
121864,99469,443,1197,36393,29315,322,1612,41,71006.797
681333,1938161,12365,522043,417882,999918,28552,1266648,84,71016.797
574657,1313720,12990,677772,529120,1039048,38814,2013300,154,71016.797
1017095,1349945,10792,553900,674439,855276,24772,1075203,83,71021.797
2384918,6427260,28119,971693,1637212,4539375,91359,3129881,111,71021.797
429074,1189193,9379,421522,253571,574476,20241,1025310,81,71031.797
564485,1697499,11558,463145,308289,880853,24514,1068737,75,71031.797
670960,1875878,16110,857330,422264,1125313,41390,2087938,109,71031.797
725567,1387093,11782,641296,460619,1087377,38661,2034049,110,71041.797
948271,1562894,9685,386910,461608,667300,24513,1060521,126,71041.797
383305,1506485,13597,697949,242294,814382,35679,2013809,89,71061.797
977800,2096883,16938,930724,717051,1706061,48743,1994745,105,71066.797
889475,2625157,19328,836285,581496,1579922,46942,1927141,89,71071.797
922098,1518136,12883,741044,512802,1035563,41005,2015352,105,71071.797
1990116,4157676,22955,1002791,957692,2045055,49317,1945789,89,71071.797
786368,1807368,14837,663467,453800,938399,39244,2113703,94,71071.797
978487,1548961,12153,455211,492997,849588,26937,1110104,88,71081.797
145564,236519,4269,271972,89825,163665,14071,928874,94,71091.797
880119,1131959,8067,494838,536992,725936,21160,1053168,86,71096.797
212185,192994,625,3414,70658,68168,860,5267,51,71096.797
1105373,3266540,17627,937135,766978,2079943,46861,2130297,102,71096.797
746504,1023488,8245,315524,365940,556905,18740,1035761,98,71101.797
1357789,2716117,18031,783702,731484,1476122,45977,2118883,101,71101.797
434655,1405265,15780,895960,323496,960400,37765,1976996,83,71101.797
764596,2078392,16876,896741,400228,989290,38378,2080901,90,71106.797
812462,2581130,15669,832332,620230,1586812,44865,2075002,99,71106.797
811308,1503332,16153,817752,814188,1499954,52519,2080699,147,71106.797
1516234,3183992,15673,423487,655186,1228945,30691,1131059,123,71106.797
1328309,2413598,15521,768491,732174,1238803,44134,1991580,92,71116.797
758287,1380359,16250,984789,524406,933827,35823,1968661,81,71116.797
1078561,3236734,18029,614621,481366,1476003,34298,1103030,71,71116.797
640702,2021184,18335,873776,403501,1251762,42937,2052083,91,71121.797
523826,1625378,14088,773850,341312,908472,38516,2083512,92,71131.797
926680,1647938,16381,901472,471280,933822,38738,2093261,89,71131.797
950695,3223456,20112,676714,824598,2134339,52488,1967289,100,71136.797
872421,1819711,11047,469658,476100,928925,25839,1030366,89,71136.797
1471043,2038818,12583,594076,688947,856479,23618,1043620,73,71136.797
1089640,1506728,12362,708986,496027,849654,34448,2019503,103,71141.797
472224,1576633,12548,495279,261969,785591,23989,1063279,72,71141.797
836118,2212539,17439,972009,623789,1583838,43124,2090548,92,71141.797
712214,1922782,14847,710165,431993,1086048,37950,2083979,134,71146.797
849708,2261065,16848,602169,557375,1249493,29740,1068591,82,71151.797
1052636,2032121,15670,847129,700958,1262515,40210,2051524,94,71151.797
170341,126924,661,27740,50675,36859,599,30290,44,71151.797
889826,1533685,13274,645704,501271,929448,36186,1926805,92,71156.797
124214,276294,4169,3661,59649,112888,5173,5556,55,71156.797
615536,2341286,19622,864792,427160,1381476,44070,2052762,88,71161.797
454917,960948,12435,796051,325033,656924,31610,1933188,92,71161.797
882936,2821642,19437,940834,650328,1813631,46077,2064758,97,71166.797
736549,1744111,12235,482601,351402,813038,23876,1070925,77,71171.797
1345917,2042793,15419,787809,615378,943007,37924,1981754,100,71171.797
675208,2326112,16275,794165,773055,1912686,67141,3078063,164,71176.797
1168620,2769740,18771,899985,558767,1561866,47978,2137364,92,71176.797
180932,266263,1526,5429,66659,86548,1945,5940,50,71176.797
588953,1303650,4056,19537,300925,531559,6141,31431,70,71176.797
1154788,2214630,18180,972807,526538,1156115,42771,2136743,91,71186.797
1227034,2994128,22357,723224,864076,1713552,53291,2112023,99,71186.797
2166756,3752923,27057,974279,1247256,2542365,71715,2132282,105,71186.797
807583,2125259,19610,916649,411908,1131770,43533,2081736,69,71186.797
1033729,1807089,17420,874864,732727,1236921,42676,2027370,83,71186.797
465797,1289851,10010,505538,342202,776876,20471,1015897,83,71196.797
842813,1848141,13434,771300,555814,1276649,40051,2114176,101,71196.797
1002919,3201150,26586,1380939,832792,2216686,76609,3679206,99,71196.797
1377345,2987987,23203,952696,735950,1434647,47492,2070300,88,71211.797
225166,314916,1330,8226,88289,113287,1776,11962,55,71216.797
912609,2415344,17905,927766,478047,1229444,40471,2031618,86,71221.797
550917,1797694,12462,488111,359563,971468,26782,1100406,79,71221.797
646654,1212098,9885,428908,396310,695513,33415,1878097,116,71221.797
1271798,2855015,19711,868892,766667,1565219,47265,2078622,91,71221.797
864047,1950849,17267,870076,567860,1143808,37138,1872110,88,71226.797
1505696,2770128,20847,1069899,755527,1407514,44803,2041265,90,71226.797
564573,1068140,8758,454943,361068,652319,21346,1085242,76,71226.797
403432,718573,4350,15807,203926,331035,6724,29206,66,71226.797
1004547,2172144,18569,917085,529379,1205637,40305,1999215,93,71231.797
1668634,4356574,27534,1273134,1168817,3211856,86892,3945265,126,71241.797
1043183,2455371,17506,1012831,697429,1488889,42957,2119401,89,71246.797
913797,1944683,13622,503239,422172,912365,26660,1049604,90,71256.797
481192,1356049,12594,693190,313727,821037,34984,1957258,91,71261.797
882740,1758990,14706,892690,446656,959350,35219,2006620,88,71261.797
892115,2098309,12271,597246,884757,1733174,50498,2084137,130,71266.797
