seq,xcol, ycol
704,0.0, 138.0
705,233.0, 224.0
706,0.0, 170.0
707,257.0, 0.0
708,0.0, 68.0
709,1269.0, 182.0
710,1133.0, 519.0
711,0.0, 0.0
712,0.0, 175.0
713,524.0, 213.0
714,0.0, 0.0
715,0.0, 238.0
716,1725.0, 62.0
717,2518.0, 0.0
718,0.0, 0.0
719,0.0, 279.0
720,425.0, 0.0
721,25.0, 0.0
722,499.0, 0.0
723,0.0, 0.0
724,0.0, 40.0
725,687.0, 403.0
726,185.0, 0.0
727,1727.0, 246.0
728,0.0, 272.0
729,1024.0, 408.0
730,658.0, 181.0
731,866.0, 333.0
732,0.0, 0.0
733,0.0, 358.0
734,0.0, 0.0
735,0.0, 346.0
736,1972.0, 2839.0
737,651.0, 118.0
738,181.0, 0.0
739,0.0, 207.0
740,3726.0, 106.0
741,2235.0, 0.0
742,0.0, 0.0
743,595.0, 6.0
744,2678.0, 237.0
745,1275.0, 446.0
746,0.0, 214.0
747,0.0, 73.0
748,1663.0, 1628.0
749,1247.0, 1064.0
750,0.0, 333.0
751,0.0, 55.0
752,0.0, 11.0
753,0.0, 0.0
754,424.0, 0.0
755,0.0, 143.0
756,0.0, 192.0
757,0.0, 0.0
758,0.0, 0.0
759,5774.0, 1879.0
760,749.0, 0.0
761,200.0, 0.0
762,260.0, 298.0
763,520.0, 461.0
764,0.0, 0.0
765,122.0, 366.0
766,1381.0, 551.0
767,0.0, 0.0
768,0.0, 0.0
769,0.0, 0.0
770,0.0, 0.0
771,0.0, 259.0
772,0.0, 0.0
773,1040.0, 0.0
774,957.0, 48.0
775,0.0, 0.0
776,0.0, 371.0
777,0.0, 0.0
778,0.0, 0.0
779,0.0, 0.0
780,0.0, 0.0
781,0.0, 265.0
782,817.0, 0.0
783,0.0, 0.0
784,413.0, 207.0
785,465.0, 361.0
786,0.0, 586.0
787,1142.0, 0.0
788,1355.0, 0.0
789,0.0, 0.0
790,166.0, 0.0
791,0.0, 438.0
792,1026.0, 294.0
793,1042.0, 552.0
794,365.0, 2233.0
795,0.0, 0.0
796,381.0, 392.0
797,0.0, 0.0
798,0.0, 173.0
799,367.0, 0.0
800,384.0, 0.0
801,0.0, 27.0
802,289.0, 23.0
803,0.0, 0.0
804,0.0, 0.0
805,110.0, 344.0
806,1225.0, 0.0
807,156.0, 0.0
808,41.0, 146.0
809,998.0, 0.0
810,0.0, 394.0
811,1154.0, 0.0
812,0.0, 633.0
813,0.0, 319.0
814,861.0, 428.0
815,0.0, 0.0
816,0.0, 0.0
817,966.0, 0.0
818,97.0, 0.0
819,0.0, 0.0
820,0.0, 354.0
821,0.0, 111.0
822,0.0, 0.0
823,0.0, 0.0
824,1968.0, 862.0
825,0.0, 1758.0
826,0.0, 400.0
827,0.0, 0.0
828,40.0, 633.0
829,281.0, 188.0
830,0.0, 743.0
831,348.0, 0.0
832,0.0, 188.0
833,0.0, 0.0
834,0.0, 672.0
835,0.0, 0.0
836,942.0, 0.0
837,1786.0, 214.0
838,495.0, 0.0
839,0.0, 5.0
840,712.0, 33.0
841,459.0, 0.0
842,29.0, 119.0
843,252.0, 0.0
844,480.0, 231.0
845,0.0, 0.0
846,0.0, 348.0
847,0.0, 326.0
848,0.0, 113.0
849,251.0, 0.0
850,0.0, 414.0
851,0.0, 96.0
852,243.0, 0.0
853,725.0, 0.0
854,102.0, 0.0
855,0.0, 154.0
856,0.0, 0.0
857,307.0, 856.0
858,0.0, 0.0
859,0.0, 0.0
860,93.0, 0.0
861,404.0, 0.0
862,634.0, 153.0
863,0.0, 86.0
864,0.0, 0.0
865,559.0, 0.0
866,575.0, 2.0
867,0.0, 33.0
868,166.0, 224.0
869,0.0, 147.0
870,0.0, 0.0
871,1570.0, 0.0
872,1052.0, 0.0
873,201.0, 0.0
874,0.0, 0.0
875,89.0, 51.0
876,0.0, 344.0
877,0.0, 0.0
878,0.0, 140.0
879,1345.0, 65.0
880,428.0, 260.0
881,0.0, 418.0
882,0.0, 362.0
883,210.0, 0.0
884,108.0, 85.0
885,0.0, 25.0
886,447.0, 0.0
887,0.0, 0.0
888,0.0, 0.0
889,0.0, 18.0
890,0.0, 1371.0
891,0.0, 19.0
892,0.0, 475.0
893,610.0, 527.0
894,0.0, 0.0
895,0.0, 5.0
896,0.0, 39.0
897,168.0, 521.0
898,0.0, 0.0
899,0.0, 0.0
900,0.0, 135.0
901,0.0, 0.0
902,75573.0, 60327.0
903,966.0, 729.0
904,0.0, 0.0
905,934.0, 909.0
906,343.0, 510.0
907,897.0, 0.0
908,0.0, 0.0
909,670.0, 175.0
910,1602.0, 252.0
911,166.0, 99.0
912,128.0, 0.0
913,432.0, 372.0
914,0.0, 0.0
915,0.0, 0.0
916,1908.0, 304.0
917,737.0, 0.0
918,0.0, 129.0
919,1287.0, 117.0
920,2283.0, 159.0
921,0.0, 25.0
922,0.0, 426.0
923,244.0, 1854.0
924,1000.0, 133.0
925,0.0, 260.0
926,200.0, 142.0
927,0.0, 82.0
928,2156.0, 2461.0
929,0.0, 64.0
930,879.0, 2.0
931,0.0, 0.0
932,0.0, 89.0
933,0.0, 171.0
934,0.0, 177.0
935,236.0, 0.0
936,337.0, 100.0
937,0.0, 85.0
938,0.0, 369.0
939,0.0, 0.0
940,0.0, 0.0
941,0.0, 0.0
942,0.0, 192.0
943,603.0, 161.0
944,0.0, 0.0
945,1077.0, 149.0
946,0.0, 89.0
947,566.0, 304.0
948,952.0, 0.0
949,8.0, 0.0
950,1522.0, 0.0
951,0.0, 15.0
952,0.0, 0.0
953,0.0, 178.0
954,977.0, 481.0
955,0.0, 228.0
956,145.0, 332.0
957,627.0, 27.0
958,0.0, 0.0
959,0.0, 0.0
960,1134.0, 0.0
961,651.0, 214.0
962,0.0, 569.0
963,0.0, 556.0
964,0.0, 323.0
965,1397.0, 0.0
966,0.0, 0.0
967,443.0, 0.0
968,0.0, 0.0
969,445.0, 0.0
970,0.0, 290.0
971,0.0, 0.0
972,0.0, 0.0
973,941.0, 233.0
974,0.0, 608.0
975,0.0, 0.0
976,0.0, 0.0
977,0.0, 160.0
978,2088.0, 0.0
979,182.0, 0.0
980,0.0, 78.0
981,0.0, 325.0
982,0.0, 106.0
983,76.0, 0.0
984,440.0, 129.0
985,0.0, 36.0
986,0.0, 0.0
987,0.0, 410.0
988,440.0, 514.0
989,0.0, 0.0
990,0.0, 0.0
991,144.0, 0.0
992,45.0, 0.0
993,0.0, 242.0
994,0.0, 0.0
995,0.0, 198.0
996,0.0, 0.0
997,0.0, 0.0
998,0.0, 588.0
999,1375.0, 3115.0
1000,0.0, 0.0
1001,0.0, 0.0
1002,228.0, 210.0
1003,0.0, 0.0
1004,0.0, 0.0
1005,0.0, 302.0
1006,0.0, 0.0
1007,0.0, 274.0
1008,0.0, 61.0
1009,0.0, 0.0
1010,570.0, 0.0
1011,0.0, 777.0
1012,1116.0, 0.0
1013,3889.0, 2360.0
1014,0.0, 481.0
1015,4.0, 583.0
1016,762.0, 224.0
1017,0.0, 0.0
1018,0.0, 0.0
1019,1204.0, 239.0
1020,0.0, 0.0
1021,34.0, 57.0
1022,596.0, 0.0
1023,0.0, 1195.0
1024,891.0, 72.0
1025,45.0, 0.0
1026,0.0, 0.0
1027,156.0, 0.0
1028,188.0, 1024.0
1029,0.0, 0.0
1030,567.0, 273.0
1031,0.0, 50.0
1032,136.0, 0.0
1033,0.0, 0.0
