seq,xcol, ycol
1025,541.0, 746.0
1026,1098.0, 0.0
1027,345321.0, 6806.0
1028,1124.0, 479.0
1029,1511.0, 0.0
1030,539.0, 34.0
1031,1552.0, 0.0
1032,585.0, 0.0
1033,497.0, 0.0
1034,1123.0, 0.0
1035,1486.0, 291.0
1036,650.0, 627.0
1037,1203.0, 306.0
1038,539.0, 0.0
1039,558.0, 0.0
1040,784.0, 249.0
1041,745.0, 288.0
1042,621.0, 161.0
1043,1050.0, 0.0
1044,760.0, 12.0
1045,574.0, 262.0
1046,529.0, 5135.0
1047,552.0, 2.0
1048,891.0, 72.0
1049,916.0, 114.0
1050,13771.0, 1407.0
1051,46181.0, 1135.0
1052,533.0, 6610.0
1053,506.0, 0.0
1054,636.0, 0.0
1055,14395.0, 421.0
1056,522.0, 968.0
1057,817.0, 297.0
1058,1024.0, 0.0
1059,2874.0, 230.0
1060,822.0, 0.0
1061,666.0, 117.0
1062,5520.0, 449.0
1063,695.0, 0.0
1064,952.0, 0.0
1065,1295.0, 0.0
1066,611.0, 1.0
1067,1336.0, 209.0
1068,660.0, 0.0
1069,1135.0, 97.0
1070,4626.0, 0.0
1071,551.0, 90.0
1072,1499.0, 0.0
1073,1135.0, 355.0
1074,881.0, 5.0
1075,749.0, 0.0
1076,941.0, 0.0
1077,22986.0, 646.0
1078,47177.0, 1074.0
1079,1831.0, 466.0
1080,1138.0, 154433.0
1081,9748.0, 1589.0
1082,1313.0, 175.0
1083,601.0, 0.0
1084,1422.0, 0.0
1085,532.0, 44.0
1086,808.0, 0.0
1087,938.0, 1043.0
1088,1552.0, 0.0
1089,852.0, 0.0
1090,21153.0, 13.0
1091,881.0, 471.0
1092,611.0, 72.0
1093,533.0, 126.0
1094,800.0, 163.0
1095,583.0, 202.0
1096,755.0, 0.0
1097,895.0, 0.0
1098,560.0, 0.0
1099,3625.0, 0.0
1100,3524.0, 519.0
1101,2089.0, 0.0
1102,498.0, 118.0
1103,698.0, 0.0
1104,678.0, 256.0
1105,754.0, 0.0
1106,519.0, 361.0
1107,4966.0, 761.0
1108,504.0, 223.0
1109,564.0, 0.0
1110,876.0, 1446.0
1111,676.0, 146.0
1112,554.0, 3163.0
1113,6426.0, 294.0
1114,852.0, 0.0
1115,713.0, 0.0
1116,14019.0, 26.0
1117,941.0, 506.0
1118,818.0, 188.0
1119,523.0, 0.0
1120,593.0, 104.0
1121,916.0, 0.0
1122,566.0, 0.0
1123,612.0, 393.0
1124,23407.0, 0.0
1125,557.0, 149.0
1126,1342.0, 13426.0
1127,660.0, 0.0
1128,871.0, 0.0
1129,3284.0, 2839.0
1130,957.0, 0.0
1131,978.0, 0.0
1132,5278.0, 161.0
